Train,Type,From,To,StartTime,EndTime
Train_9,Light Travel,Station3,Station3,19320,19320
Train_21,Light Travel,Station16,Station16,19560,19560
Train_13,Light Travel,Station18,Station18,19620,19620
Train_20,Light Travel,Station16,Station16,19680,19680
Train_4,Light Travel,Station16,Station16,19680,19680
Train_15,Light Travel,Station16,Station16,19680,19680
Train_23,Train Trip,Station7,Station11,19740,22140
Train_13,Train Trip,Station18,Station16,19800,21480
Train_15,Train Trip,Station16,Station17,19860,22560
Train_20,Train Trip,Station16,Station5,19920,26640
Train_21,Train Trip,Station16,Station5,19920,26640
Train_4,Train Trip,Station16,Station9,19980,22080
Train_24,Train Trip,Station5,Station7,20160,27060
Train_9,Train Trip,Station3,Station1,20280,22680
Train_16,Light Travel,Station11,Station19,20340,20460
Train_2,Train Trip,Station1,Station3,20460,22920
Train_12,Train Trip,Station17,Station16,20520,23280
Train_14,Light Travel,Station11,Station7,20520,22560
Train_17,Light Travel,Station11,Station19,20520,20640
Train_25,Train Trip,Station7,Station18,20820,23220
Train_10,Light Travel,Station1,Station1,20880,20880
Train_26,Train Trip,Station9,Station16,21060,23160
Train_27,Train Trip,Station18,Station17,21120,21480
Train_1,Light Travel,Station3,Station3,21120,21120
Train_22,Light Travel,Station16,Station16,21360,21360
Train_13,Light Travel,Station16,Station16,21480,21480
Train_27,Light Travel,Station17,Station17,21480,21480
Train_6,Train Trip,Station7,Station11,21540,23940
Train_11,Light Travel,Station7,Station7,21660,21660
Train_5,Light Travel,Station7,Station7,21660,21660
Train_13,Train Trip,Station16,Station11,21720,24120
Train_22,Train Trip,Station16,Station11,21720,24120
Train_27,Train Trip,Station17,Station18,21780,22140
Train_28,Train Trip,Station5,Station7,21900,28860
Train_1,Train Trip,Station3,Station1,22080,24480
Train_4,Light Travel,Station9,Station9,22080,22080
Train_17,Train Trip,Station19,Station7,22140,24000
Train_16,Train Trip,Station19,Station7,22140,24000
Train_23,Light Travel,Station11,Station11,22140,22140
Train_27,Light Travel,Station18,Station18,22140,22140
Train_10,Train Trip,Station1,Station3,22200,24720
Train_15,Light Travel,Station17,Station17,22560,22560
Train_5,Train Trip,Station7,Station16,22620,23280
Train_14,Train Trip,Station7,Station16,22620,23280
Train_23,Train Trip,Station11,Station18,22680,26820
Train_9,Light Travel,Station1,Station1,22680,22680
Train_29,Train Trip,Station9,Station20,22860,23520
Train_4,Train Trip,Station9,Station16,22860,24960
Train_2,Light Travel,Station3,Station3,22920,22920
Train_18,Light Travel,Station5,Station5,23040,23040
Train_19,Light Travel,Station5,Station5,23040,23040
Train_26,Light Travel,Station16,Station16,23160,23160
Train_25,Light Travel,Station18,Station18,23220,23220
Train_12,Light Travel,Station16,Station16,23280,23280
Train_5,Light Travel,Station16,Station16,23280,23280
Train_14,Light Travel,Station16,Station16,23280,23280
Train_11,Train Trip,Station7,Station5,23340,30240
Train_25,Train Trip,Station18,Station16,23400,25080
Train_14,Train Trip,Station16,Station17,23460,26160
Train_7,Light Travel,Station7,Station7,23460,23460
Train_5,Train Trip,Station16,Station11,23520,25920
Train_26,Train Trip,Station16,Station11,23520,25920
Train_29,Light Travel,Station20,Station20,23520,23520
Train_12,Train Trip,Station16,Station9,23580,26100
Train_19,Train Trip,Station5,Station7,23760,30660
Train_2,Train Trip,Station3,Station1,23880,26280
Train_6,Light Travel,Station11,Station11,23940,23940
Train_17,Light Travel,Station7,Station7,24000,24000
Train_16,Light Travel,Station7,Station11,24000,26040
Train_9,Train Trip,Station1,Station3,24060,26520
Train_15,Train Trip,Station17,Station16,24120,26880
Train_13,Light Travel,Station11,Station11,24120,24120
Train_22,Light Travel,Station11,Station11,24120,24120
Train_22,Train Trip,Station11,Station16,24480,26880
Train_6,Train Trip,Station11,Station16,24480,26880
Train_1,Light Travel,Station1,Station1,24480,24480
Train_17,Train Trip,Station7,Station15,24600,26100
Train_30,Train Trip,Station9,Station16,24660,26760
Train_27,Train Trip,Station18,Station17,24720,25080
Train_10,Light Travel,Station3,Station3,24720,24720
Train_29,Train Trip,Station20,Station9,24840,25500
Train_4,Light Travel,Station16,Station16,24960,24960
Train_25,Light Travel,Station16,Station16,25080,25080
Train_27,Light Travel,Station17,Station17,25080,25080
Train_7,Train Trip,Station7,Station11,25140,27540
Train_3,Light Travel,Station7,Station7,25260,25260
Train_4,Train Trip,Station16,Station11,25320,27720
Train_25,Train Trip,Station16,Station11,25320,27720
Train_27,Train Trip,Station17,Station18,25380,25740
Train_18,Train Trip,Station5,Station7,25500,32460
Train_29,Light Travel,Station9,Station9,25500,25500
Train_29,Train Trip,Station9,Station16,25620,28560
Train_10,Train Trip,Station3,Station1,25680,28080
Train_27,Light Travel,Station18,Station18,25740,25740
Train_1,Train Trip,Station1,Station3,25800,28320
Train_5,Light Travel,Station11,Station11,25920,25920
Train_26,Light Travel,Station11,Station11,25920,25920
Train_12,Light Travel,Station9,Station9,26100,26100
Train_17,Light Travel,Station15,Station15,26100,26100
Train_14,Light Travel,Station17,Station17,26160,26160
Train_26,Train Trip,Station11,Station16,26280,28680
Train_16,Train Trip,Station11,Station16,26280,28680
Train_2,Light Travel,Station1,Station1,26280,26280
Train_9,Light Travel,Station3,Station3,26520,26520
Train_20,Light Travel,Station5,Station5,26640,26640
Train_21,Light Travel,Station5,Station5,26640,26640
Train_30,Light Travel,Station16,Station16,26760,26760
Train_23,Light Travel,Station18,Station18,26820,26820
Train_15,Light Travel,Station16,Station16,26880,26880
Train_22,Light Travel,Station16,Station16,26880,26880
Train_6,Light Travel,Station16,Station16,26880,26880
Train_13,Train Trip,Station11,Station14,26940,29580
Train_5,Train Trip,Station11,Station14,26940,29580
Train_3,Train Trip,Station7,Station5,26940,33840
Train_23,Train Trip,Station18,Station16,27000,28680
Train_30,Train Trip,Station16,Station17,27060,29760
Train_24,Light Travel,Station7,Station7,27060,27060
Train_6,Train Trip,Station16,Station11,27120,29520
Train_22,Train Trip,Station16,Station11,27120,29520
Train_15,Train Trip,Station16,Station9,27180,29280
Train_20,Train Trip,Station5,Station7,27360,34260
Train_21,Train Trip,Station5,Station7,27360,34260
Train_9,Train Trip,Station3,Station1,27480,29880
Train_7,Light Travel,Station11,Station7,27540,29580
Train_2,Train Trip,Station1,Station3,27660,30120
Train_14,Train Trip,Station17,Station16,27720,30480
Train_4,Light Travel,Station11,Station11,27720,27720
Train_25,Light Travel,Station11,Station11,27720,27720
Train_10,Light Travel,Station1,Station1,28080,28080
Train_12,Train Trip,Station9,Station16,28260,30360
Train_27,Train Trip,Station18,Station17,28320,28680
Train_1,Light Travel,Station3,Station3,28320,28320
Train_29,Light Travel,Station16,Station16,28560,28560
Train_17,Train Trip,Station15,Station11,28620,31920
Train_26,Light Travel,Station16,Station16,28680,28680
Train_16,Light Travel,Station16,Station16,28680,28680
Train_23,Light Travel,Station16,Station16,28680,28680
Train_27,Light Travel,Station17,Station17,28680,28680
Train_24,Train Trip,Station7,Station11,28740,31140
Train_23,Train Trip,Station16,Station18,28860,30420
Train_28,Light Travel,Station7,Station7,28860,28860
Train_16,Train Trip,Station16,Station11,28920,31320
Train_26,Train Trip,Station16,Station11,28920,31320
Train_27,Train Trip,Station17,Station18,28980,29340
Train_29,Train Trip,Station16,Station9,28980,31080
Train_1,Train Trip,Station3,Station1,29280,31680
Train_15,Light Travel,Station9,Station9,29280,29280
Train_27,Light Travel,Station18,Station18,29340,29340
Train_10,Train Trip,Station1,Station3,29400,31920
Train_6,Light Travel,Station11,Station11,29520,29520
Train_22,Light Travel,Station11,Station11,29520,29520
Train_13,Light Travel,Station14,Station14,29580,29580
Train_5,Light Travel,Station14,Station14,29580,29580
Train_30,Light Travel,Station17,Station17,29760,29760
Train_7,Train Trip,Station7,Station17,29820,33360
Train_25,Train Trip,Station11,Station16,29880,32280
Train_22,Train Trip,Station11,Station16,29880,32280
Train_9,Light Travel,Station1,Station1,29880,29880
Train_15,Train Trip,Station9,Station16,30060,32160
Train_4,Train Trip,Station11,Station14,30120,31800
Train_6,Train Trip,Station11,Station14,30120,31800
Train_2,Light Travel,Station3,Station3,30120,30120
Train_11,Light Travel,Station5,Station5,30240,30240
Train_12,Light Travel,Station16,Station16,30360,30360
Train_23,Light Travel,Station18,Station18,30420,30420
Train_14,Light Travel,Station16,Station16,30480,30480
Train_28,Train Trip,Station7,Station5,30540,37440
Train_23,Train Trip,Station18,Station16,30600,32280
Train_19,Light Travel,Station7,Station7,30660,30660
Train_12,Train Trip,Station16,Station11,30720,33120
Train_14,Train Trip,Station16,Station11,30720,33120
Train_11,Train Trip,Station5,Station7,30960,37860
Train_2,Train Trip,Station3,Station1,31080,33480
Train_29,Light Travel,Station9,Station9,31080,31080
Train_24,Light Travel,Station11,Station11,31140,31140
Train_9,Train Trip,Station1,Station3,31260,33720
Train_30,Train Trip,Station17,Station21,31320,32040
Train_16,Light Travel,Station11,Station11,31320,31320
Train_26,Light Travel,Station11,Station11,31320,31320
Train_1,Light Travel,Station1,Station1,31680,31680
Train_27,Train Trip,Station18,Station17,31800,32100
Train_4,Light Travel,Station14,Station14,31800,31800
Train_6,Light Travel,Station14,Station14,31800,31800
Train_17,Light Travel,Station11,Station11,31920,31920
Train_10,Light Travel,Station3,Station3,31920,31920
Train_30,Light Travel,Station21,Station21,32040,32040
Train_27,Light Travel,Station17,Station17,32100,32100
Train_15,Light Travel,Station16,Station16,32160,32160
Train_25,Light Travel,Station16,Station16,32280,32280
Train_22,Light Travel,Station16,Station16,32280,32280
Train_23,Light Travel,Station16,Station16,32280,32280
Train_30,Train Trip,Station21,Station18,32340,32460
Train_19,Train Trip,Station7,Station11,32340,34740
Train_23,Train Trip,Station16,Station18,32460,34020
Train_18,Light Travel,Station7,Station7,32460,32460
Train_30,Light Travel,Station18,Station18,32460,32460
Train_15,Train Trip,Station16,Station11,32520,34920
Train_22,Train Trip,Station16,Station11,32520,34920
Train_25,Train Trip,Station16,Station9,32580,34680
Train_10,Train Trip,Station3,Station1,32880,35280
Train_1,Train Trip,Station1,Station3,33000,35520
Train_12,Light Travel,Station11,Station11,33120,33120
Train_14,Light Travel,Station11,Station11,33120,33120
Train_7,Light Travel,Station17,Station17,33360,33360
Train_12,Train Trip,Station11,Station16,33480,35880
Train_17,Train Trip,Station11,Station16,33480,35880
Train_2,Light Travel,Station1,Station1,33480,33480
Train_29,Train Trip,Station9,Station16,33660,35760
Train_14,Train Trip,Station11,Station7,33660,36060
Train_9,Light Travel,Station3,Station3,33720,33720
Train_3,Light Travel,Station5,Station5,33840,33840
Train_23,Light Travel,Station18,Station18,34020,34020
Train_18,Train Trip,Station7,Station5,34140,41040
Train_30,Train Trip,Station18,Station16,34200,35880
Train_20,Light Travel,Station7,Station7,34260,34260
Train_21,Light Travel,Station7,Station7,34260,34260
Train_3,Train Trip,Station5,Station7,34560,41460
Train_9,Train Trip,Station3,Station1,34680,37080
Train_25,Light Travel,Station9,Station9,34680,34680
Train_19,Light Travel,Station11,Station11,34740,34740
Train_2,Train Trip,Station1,Station3,34860,37320
Train_7,Train Trip,Station17,Station21,34920,35640
Train_15,Light Travel,Station11,Station11,34920,34920
Train_22,Light Travel,Station11,Station11,34920,34920
Train_10,Light Travel,Station1,Station1,35280,35280
Train_1,Light Travel,Station3,Station3,35520,35520
Train_7,Light Travel,Station21,Station21,35640,35640
Train_29,Light Travel,Station16,Station16,35760,35760
Train_12,Light Travel,Station16,Station16,35880,35880
Train_17,Light Travel,Station16,Station16,35880,35880
Train_30,Light Travel,Station16,Station16,35880,35880
Train_21,Train Trip,Station7,Station11,35940,38340
Train_20,Train Trip,Station7,Station11,35940,38340
Train_30,Train Trip,Station16,Station18,36060,37620
Train_14,Light Travel,Station7,Station7,36060,36060
Train_29,Train Trip,Station16,Station11,36120,38520
Train_17,Train Trip,Station16,Station11,36120,38520
Train_12,Train Trip,Station16,Station9,36180,38280
Train_7,Train Trip,Station21,Station17,36300,36960
Train_1,Train Trip,Station3,Station1,36480,38880
Train_10,Train Trip,Station1,Station3,36600,39120
Train_7,Light Travel,Station17,Station17,36960,36960
Train_15,Train Trip,Station11,Station16,37080,39480
Train_26,Train Trip,Station11,Station16,37080,39480
Train_9,Light Travel,Station1,Station1,37080,37080
Train_25,Train Trip,Station9,Station16,37260,39360
Train_19,Train Trip,Station11,Station7,37260,39660
Train_2,Light Travel,Station3,Station3,37320,37320
Train_28,Light Travel,Station5,Station5,37440,37440
Train_30,Light Travel,Station18,Station18,37620,37620
Train_14,Train Trip,Station7,Station5,37740,44640
Train_30,Train Trip,Station18,Station16,37800,39480
Train_11,Light Travel,Station7,Station7,37860,37860
Train_28,Train Trip,Station5,Station7,38160,45060
Train_2,Train Trip,Station3,Station1,38280,40680
Train_12,Light Travel,Station9,Station9,38280,38280
Train_21,Light Travel,Station11,Station11,38340,38340
Train_20,Light Travel,Station11,Station11,38340,38340
Train_9,Train Trip,Station1,Station3,38460,40920
Train_7,Train Trip,Station17,Station21,38520,39240
Train_29,Light Travel,Station11,Station11,38520,38520
Train_17,Light Travel,Station11,Station11,38520,38520
Train_1,Light Travel,Station1,Station1,38880,38880
Train_10,Light Travel,Station3,Station3,39120,39120
Train_7,Light Travel,Station21,Station21,39240,39240
Train_25,Light Travel,Station16,Station16,39360,39360
Train_15,Light Travel,Station16,Station16,39480,39480
Train_26,Light Travel,Station16,Station16,39480,39480
Train_30,Light Travel,Station16,Station16,39480,39480
Train_11,Train Trip,Station7,Station11,39540,41940
Train_30,Train Trip,Station16,Station18,39660,41220
Train_19,Light Travel,Station7,Station7,39660,39660
Train_25,Train Trip,Station16,Station11,39720,42120
Train_26,Train Trip,Station16,Station11,39720,42120
Train_15,Train Trip,Station16,Station9,39780,41880
Train_7,Train Trip,Station21,Station17,39900,40560
Train_10,Train Trip,Station3,Station1,40080,42480
Train_1,Train Trip,Station1,Station3,40200,42720
Train_7,Light Travel,Station17,Station17,40560,40560
Train_17,Train Trip,Station11,Station16,40680,43080
Train_24,Train Trip,Station11,Station16,40680,43080
Train_2,Light Travel,Station1,Station1,40680,40680
Train_12,Train Trip,Station9,Station16,40860,42960
Train_20,Train Trip,Station11,Station7,40860,43260
Train_9,Light Travel,Station3,Station3,40920,40920
Train_18,Light Travel,Station5,Station5,41040,41040
Train_30,Light Travel,Station18,Station18,41220,41220
Train_19,Train Trip,Station7,Station5,41340,48240
Train_30,Train Trip,Station18,Station16,41400,43080
Train_3,Light Travel,Station7,Station7,41460,41460
Train_18,Train Trip,Station5,Station7,41760,48660
Train_9,Train Trip,Station3,Station1,41880,44280
Train_15,Light Travel,Station9,Station9,41880,41880
Train_11,Light Travel,Station11,Station11,41940,41940
Train_2,Train Trip,Station1,Station3,42060,44520
Train_7,Train Trip,Station17,Station21,42120,42840
Train_25,Light Travel,Station11,Station11,42120,42120
Train_26,Light Travel,Station11,Station11,42120,42120
Train_10,Light Travel,Station1,Station1,42480,42480
Train_1,Light Travel,Station3,Station3,42720,42720
Train_7,Light Travel,Station21,Station21,42840,42840
Train_12,Light Travel,Station16,Station16,42960,42960
Train_17,Light Travel,Station16,Station16,43080,43080
Train_24,Light Travel,Station16,Station16,43080,43080
Train_30,Light Travel,Station16,Station16,43080,43080
Train_3,Train Trip,Station7,Station11,43140,45540
Train_30,Train Trip,Station16,Station18,43260,44820
Train_20,Light Travel,Station7,Station7,43260,43260
Train_17,Train Trip,Station16,Station11,43320,45720
Train_24,Train Trip,Station16,Station11,43320,45720
Train_12,Train Trip,Station16,Station9,43380,45480
Train_7,Train Trip,Station21,Station17,43500,44160
Train_1,Train Trip,Station3,Station1,43680,46080
Train_10,Train Trip,Station1,Station3,43800,46320
Train_7,Light Travel,Station17,Station17,44160,44160
Train_26,Train Trip,Station11,Station16,44280,46680
Train_22,Train Trip,Station11,Station16,44280,46680
Train_9,Light Travel,Station1,Station1,44280,44280
Train_15,Train Trip,Station9,Station16,44460,46560
Train_16,Train Trip,Station11,Station7,44460,46860
Train_2,Light Travel,Station3,Station3,44520,44520
Train_14,Light Travel,Station5,Station5,44640,44640
Train_30,Light Travel,Station18,Station18,44820,44820
Train_20,Train Trip,Station7,Station5,44940,51840
Train_30,Train Trip,Station18,Station16,45000,46680
Train_28,Light Travel,Station7,Station7,45060,45060
Train_14,Train Trip,Station5,Station7,45360,52260
Train_2,Train Trip,Station3,Station1,45480,47880
Train_12,Light Travel,Station9,Station9,45480,45480
Train_3,Light Travel,Station11,Station11,45540,45540
Train_12,Train Trip,Station9,Station20,45660,46320
Train_9,Train Trip,Station1,Station3,45660,48120
Train_7,Train Trip,Station17,Station21,45720,46440
Train_17,Light Travel,Station11,Station11,45720,45720
Train_24,Light Travel,Station11,Station11,45720,45720
Train_1,Light Travel,Station1,Station1,46080,46080
Train_10,Light Travel,Station3,Station3,46320,46320
Train_12,Light Travel,Station20,Station20,46320,46320
Train_7,Light Travel,Station21,Station21,46440,46440
Train_15,Light Travel,Station16,Station16,46560,46560
Train_26,Light Travel,Station16,Station16,46680,46680
Train_22,Light Travel,Station16,Station16,46680,46680
Train_30,Light Travel,Station16,Station16,46680,46680
Train_28,Train Trip,Station7,Station22,46740,51000
Train_15,Train Trip,Station16,Station18,46860,48420
Train_16,Light Travel,Station7,Station7,46860,46860
Train_30,Train Trip,Station16,Station11,46920,49320
Train_26,Train Trip,Station16,Station11,46920,49320
Train_7,Train Trip,Station21,Station17,47100,47760
Train_12,Train Trip,Station20,Station9,47280,47940
Train_10,Train Trip,Station3,Station1,47280,49680
Train_1,Train Trip,Station1,Station3,47400,49920
Train_7,Light Travel,Station17,Station17,47760,47760
Train_17,Train Trip,Station11,Station16,47880,50280
Train_11,Train Trip,Station11,Station16,47880,50280
Train_2,Light Travel,Station1,Station1,47880,47880
Train_12,Light Travel,Station9,Station9,47940,47940
Train_12,Train Trip,Station9,Station16,48060,50160
Train_21,Train Trip,Station11,Station7,48060,50460
Train_29,Train Trip,Station11,Station7,48060,50460
Train_9,Light Travel,Station3,Station3,48120,48120
Train_19,Light Travel,Station5,Station5,48240,48240
Train_15,Light Travel,Station18,Station18,48420,48420
Train_16,Train Trip,Station7,Station5,48540,55440
Train_15,Train Trip,Station18,Station16,48600,50280
Train_18,Light Travel,Station7,Station7,48660,48660
Train_22,Train Trip,Station16,Station9,48780,50880
Train_19,Train Trip,Station5,Station7,48960,55860
Train_9,Train Trip,Station3,Station1,49080,51480
Train_2,Train Trip,Station1,Station3,49260,51720
Train_7,Train Trip,Station17,Station7,49320,52980
Train_30,Light Travel,Station11,Station11,49320,49320
Train_26,Light Travel,Station11,Station11,49320,49320
Train_10,Light Travel,Station1,Station1,49680,49680
Train_1,Light Travel,Station3,Station3,49920,49920
Train_12,Light Travel,Station16,Station16,50160,50160
Train_23,Train Trip,Station18,Station21,50220,50340
Train_17,Light Travel,Station16,Station16,50280,50280
Train_11,Light Travel,Station16,Station16,50280,50280
Train_15,Light Travel,Station16,Station16,50280,50280
Train_18,Train Trip,Station7,Station22,50340,54600
Train_23,Light Travel,Station21,Station21,50340,50340
Train_12,Train Trip,Station16,Station18,50460,52020
Train_21,Light Travel,Station7,Station7,50460,50460
Train_29,Light Travel,Station7,Station7,50460,50460
Train_15,Train Trip,Station16,Station11,50520,52920
Train_17,Train Trip,Station16,Station11,50520,52920
Train_27,Train Trip,Station17,Station18,50580,50880
Train_11,Train Trip,Station16,Station9,50580,52680
Train_23,Train Trip,Station21,Station17,50700,51360
Train_1,Train Trip,Station3,Station1,50880,53280
Train_22,Light Travel,Station9,Station9,50880,50880
Train_27,Light Travel,Station18,Station18,50880,50880
Train_10,Train Trip,Station1,Station3,51000,53520
Train_28,Light Travel,Station22,Station22,51000,51000
Train_28,Train Trip,Station22,Station23,51360,51900
Train_23,Light Travel,Station17,Station17,51360,51360
Train_29,Train Trip,Station7,Station17,51420,54960
Train_26,Train Trip,Station11,Station16,51480,53880
Train_30,Train Trip,Station11,Station16,51480,53880
Train_9,Light Travel,Station1,Station1,51480,51480
Train_22,Train Trip,Station9,Station16,51660,53760
Train_24,Train Trip,Station11,Station7,51660,54060
Train_2,Light Travel,Station3,Station3,51720,51720
Train_20,Light Travel,Station5,Station5,51840,51840
Train_28,Light Travel,Station23,Station23,51900,51900
Train_12,Light Travel,Station18,Station18,52020,52020
Train_21,Train Trip,Station7,Station5,52140,59040
Train_27,Train Trip,Station18,Station16,52200,53880
Train_14,Light Travel,Station7,Station7,52260,52260
Train_28,Train Trip,Station23,Station22,52440,52980
Train_14,Train Trip,Station7,Station11,52560,54660
Train_20,Train Trip,Station5,Station7,52560,59460
Train_2,Train Trip,Station3,Station1,52680,55080
Train_11,Light Travel,Station9,Station9,52680,52680
Train_11,Train Trip,Station9,Station20,52860,53520
Train_9,Train Trip,Station1,Station3,52860,55320
Train_23,Train Trip,Station17,Station7,52920,56580
Train_15,Light Travel,Station11,Station11,52920,52920
Train_17,Light Travel,Station11,Station11,52920,52920
Train_7,Light Travel,Station7,Station7,52980,52980
Train_28,Light Travel,Station22,Station22,52980,52980
Train_15,Train Trip,Station11,Station16,53280,55680
Train_3,Train Trip,Station11,Station16,53280,55680
Train_28,Train Trip,Station22,Station7,53280,57660
Train_1,Light Travel,Station1,Station1,53280,53280
Train_10,Light Travel,Station3,Station3,53520,53520
Train_11,Light Travel,Station20,Station20,53520,53520
Train_22,Light Travel,Station16,Station16,53760,53760
Train_26,Light Travel,Station16,Station16,53880,53880
Train_30,Light Travel,Station16,Station16,53880,53880
Train_27,Light Travel,Station16,Station16,53880,53880
Train_7,Train Trip,Station7,Station22,53940,58200
Train_22,Train Trip,Station16,Station18,54060,55620
Train_24,Light Travel,Station7,Station7,54060,54060
Train_26,Train Trip,Station16,Station11,54120,56520
Train_27,Train Trip,Station16,Station11,54120,56520
Train_30,Train Trip,Station16,Station9,54180,56280
Train_11,Train Trip,Station20,Station9,54480,55140
Train_10,Train Trip,Station3,Station1,54480,56880
Train_1,Train Trip,Station1,Station3,54600,57120
Train_18,Light Travel,Station22,Station22,54600,54600
Train_14,Light Travel,Station11,Station11,54660,54660
Train_18,Train Trip,Station22,Station23,54960,55500
Train_29,Light Travel,Station17,Station17,54960,54960
Train_14,Train Trip,Station11,Station16,55080,57480
Train_17,Train Trip,Station11,Station16,55080,57480
Train_2,Light Travel,Station1,Station1,55080,55080
Train_11,Light Travel,Station9,Station9,55140,55140
Train_11,Train Trip,Station9,Station16,55260,57360
Train_9,Light Travel,Station3,Station3,55320,55320
Train_16,Light Travel,Station5,Station5,55440,55440
Train_18,Light Travel,Station23,Station23,55500,55500
Train_22,Light Travel,Station18,Station18,55620,55620
Train_15,Light Travel,Station16,Station16,55680,55680
Train_3,Light Travel,Station16,Station16,55680,55680
Train_24,Train Trip,Station7,Station5,55740,62640
Train_22,Train Trip,Station18,Station16,55800,57480
Train_3,Train Trip,Station16,Station17,55860,58560
Train_19,Light Travel,Station7,Station7,55860,55860
Train_15,Train Trip,Station16,Station9,55980,58080
Train_18,Train Trip,Station23,Station22,56040,56580
Train_19,Train Trip,Station7,Station19,56160,58200
Train_16,Train Trip,Station5,Station7,56160,63060
Train_9,Train Trip,Station3,Station1,56280,58680
Train_30,Light Travel,Station9,Station9,56280,56280
Train_2,Train Trip,Station1,Station3,56460,58920
Train_29,Train Trip,Station17,Station7,56520,60180
Train_26,Light Travel,Station11,Station11,56520,56520
Train_27,Light Travel,Station11,Station11,56520,56520
Train_23,Light Travel,Station7,Station7,56580,56580
Train_18,Light Travel,Station22,Station22,56580,56580
Train_27,Train Trip,Station11,Station16,56880,59280
